type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage
multi_family,,"Welcome to this charming multi-family property in the heart of Lakewood! This income-generating gem features three separate units, each with its own utilities (except water/sewer) and convenient laundry hookups in each. Two of the units have been freshly remodeled, making this an attractive option for both investors and owner-occupants. The property boasts five bedrooms and three bathrooms spread across the units, all currently occupied with steady tenants. Outside, you'll find plenty of space to enjoy, including a welcoming front porch, spacious back deck, and a shared firepit perfect for evening gatherings. Practical amenities include a two-car garage and separate utilities, making property management a breeze. Located in the sought-after Southwestern school district, this property puts you within walking distance of local attractions including the library, playground, all of Lakewood's charming amenities, and the beautiful Chautauqua Lake! Whether you're looking to live in one unit while collecting rental income from the others, or seeking a solid investment property, this multi-family home offers the perfect blend of comfort, convenience, and income potential.",305000.0,3226.0,2.0,6.0,3.0,3.0,3.0,2.0
condos,condo,Lovely Manhattan Condo. Columbus Ave and 85th St. Upper West Side.1 block to Central Park. Oak Floor. Large living/dining area. Large closets. Pets OK.,1350000.0,841.0,,2.0,1.0,1.0,1.0,
single_family,,"This 4 Bedroom 3 full Bath Cape is Turn Key Ready! Renovated in 2017 This Home Offers Renovated Kitchen Featuring Beautiful Wood Cabinet Granite Counters, Stainless Appliances, 3 Renovated Full Baths, Hardwood Floors and Solid Wood Doors Throughout! Also Boast Finished Full Basement Featuring Great Room with Bar, Full Bath, Laundry room , Utility Room Detached Garage and Fully Fenced Yard To Complete This Package!, Additional information: Appearance:Excellent, Separate Hotwater Heater:Yes",669000.0,,2.0,4.0,3.0,3.0,3.0,
single_family,,"Charming 3-Bedroom Home in Saranac - Priced to Sell Fast! Discover an incredible opportunity! This cozy 3-bedroom, 1-bath home offers just under 1,000 sq. ft. of comfortable living space on a beautiful lot-perfect for easy upkeep and outdoor activities. Walking distance to the Saranac River. A detached 1-car garage adds extra convenience and storage. Aggressively priced for a quick sale, this property is ideal for investors, first-time buyers, or anyone looking for a great deal in a desirable area. Don't wait-this one will not last! All offers must be submitted by the buyer or buyer's agent using the online auction platform.. this property will be sold in an upcoming online auction event",49900.0,990.0,,3.0,1.0,1.0,1.0,1.0
single_family,,"If you've been searching for a place where the world slows down and nature takes the lead, this remote country ranch is it. Set off the main road and surrounded by the quiet woods, this property offers true solitude and the freedom to live life on your own terms. The home has a solid, rustic charm, warm wood interior featuring an open living area with a wood-burning stove, and a country kitchen ready for family meals or long evenings by the fire. There is also an attached workshop which can be used as a creative space. With generous acreage there's plenty of space for gardening or to simply enjoy the quiet beauty of rural life. Whether you're looking for a full-time homestead or a weekend retreat, this property offers both comfort and opportunity. No city noise, no crowds. Just wide open sky, fresh air, and the sound of nature all around; a true country escape waiting to welcome you home. This property is being sold in ''as-is'' condition.",129000.0,1184.0,1.0,4.0,2.0,2.0,2.0,2.0
single_family,,"Beautiful Ranch totally renovated ,new roof 2025 ,new siding 2025.Offer 3 bath and 1.5 Bath .Welcome to this charming ranch style home featuring 3 cozy bedrooms. As you step inside you will be greeted by beautiful commerce floors that flow seamlessly throughout the living spaces. The spacious kitchen boasts a charming breakfast area with sliders leading to the stone patio, making it the ideal spot for casual dining or morning coffee. The inviting living room complete and vaulted ceilings creates a warm atmosphere for relaxation and entertaining. The upstairs loft area overlooking the living room extends into a perfect third bedroom. Step outside to enjoy beautiful open manicured grounds with garden area and stone patio, decking. This home is your perfect country retreat.!!",450000.0,1092.0,1.0,3.0,2.0,1.0,1.0,2.0
single_family,,"Handyman Special! A unique design octagon residence on the Goodnow Flow in the Town of Newcomb, NY. The ceiling of this home is high with a knotty pine wood design. A woodstove is located in the center of the living room for your warmth in the fall or winter. A slider opens to deck which is in need of attention. and overlooks approximately 175' of water frontage. there is one bedrooms on the 1st level and second one can be used on the balcony overlooking the living room. The bathroom has a shower and needs completion. There is no septic tank installed and owner used a compost toilet. There is a drilled well for your supply into the home, The home sits on cement piers. The Goodnow flow area is special in the Adirondacks for hiking on 8,000 acres, fishing, hunting ,snow mobiling or cross country skiing. The annual Association dues are $1200 with a one time set up charge of $730. if you looking for a great recreational retreat for the family this is one location you do not want to miss.",248500.0,1572.0,,2.0,,,,
single_family,,"Welcome to 9 Anderson Circle in Auburn, NY - a bank-owned raised ranch with incredible potential and possibilities for any buyer. Featuring 3 bedrooms and 2 full bathrooms, this home offers a flexible floor plan with nearly 2,000 square feet of living space. The raised ranch layout provides bright, open living areas upstairs, while the spacious lower level offers the perfect opportunity to add a fourth bedroom, create a home office, or even convert it into an in-law apartment with its own private space. Opportunities galore - this home truly works for everyone. Built in 1981 and set on a comfortable 0.26-acre lot, the property combines convenience and charm. The bank-owned status makes it an exceptional deal for anyone willing to put in a little work to make it shine again. With some updates and personal touches, buyers can unlock instant equity and transform this home into a beautiful, modern space. Tucked away on a quiet residential circle yet minutes from shopping, restaurants, and schools, 9 Anderson Circle offers both peace and convenience. Whether you're a first-time buyer, investor, or someone looking for a home with extra space for family or guests, this raised ranch is packed with potential. Don't miss your chance to make this property your own - great location, great layout, and endless opportunity.",170000.0,1960.0,1.0,3.0,2.0,2.0,2.0,1.0
single_family,,"Welcome to [Redacted Entity], a classic Syracuse home ideally located near the University, hospitals, and downtown, offering both convenience and timeless charm. This residence is rich in character, showcasing original woodwork, hardwood floors, and tall ceilings that create warmth and elegance throughout. The first floor features a formal living room and formal dining room, seamlessly connected to the kitchen-perfect for everyday living and entertaining. A first-floor den provides flexible space for a home office, library, or cozy retreat. Just off the kitchen, a mudroom with laundry adds everyday practicality and leads directly to the fully fenced backyard, complete with a deck and pergola-an ideal setting for outdoor gatherings or quiet relaxation. Upstairs, you'll find four generously sized bedrooms and a full bathroom, offering ample space for family, guests, or work-from-home needs. Additional storage is available in the walk-up attic, while the large unfinished basement provides even more potential. Major updates include a newer furnace, central air conditioning, and water heater, offering comfort and peace of mind. With its unbeatable location and blend of classic details and modern systems, this home is a rare opportunity in the heart of Syracuse. Property is equipped with audio/video surveillance.",275000.0,2100.0,2.0,4.0,1.0,1.0,1.0,
condos,condo,"Experience the pinnacle of modern luxury. Residence 81A in the iconic [Redacted Entity], designed by the legendary Rafael Vinoly, with interiors crafted by Bentel & Bentel Architects, is an exquisite 2, [Redacted Entity] sophistication with three spacious bedrooms and three opulent baths, set against the dramatic backdrop of breathtaking Central Park and jaw-dropping skyline views from the 81st floor of one of the tallest residential towers in the Western Hemisphere. As you enter through your private elevator landing, you are welcomed into an immaculate interior featuring a grand 25-foot gallery perfect for displaying art. The residence is bathed in natural light, highlighting the airy 12'6 ceilings and refined finishes throughout. Seven 10' x 10' picture windows facing East and North frame awe-inspiring vistas of Central Park, the East River, and beyond. The sun-drenched great room is an entertainer's dream, featuring three of these signature windows that provide a stunning backdrop of the iconic Manhattan skyline and beyond. The gourmet kitchen is a culinary masterpiece with white lacquer and natural oak cabinetry, marble countertops, and floors, a center island, and top-of-the-line Miele appliances. The primary bedroom is literally a heavenly sanctuary, with a custom Flau walk-in closet (including a Traum safe), a marble five-fixture bathroom, complete with crafted wood cabinets and radiant heated floors. The second bedroom is equally luxurious, with en-suite bath and captivating city and river views. The third bedroom, accessible through French doors, can also double as an office or library, and offers panoramic park views, adding a touch of elegance and versatility to the living space. Further enhancing the allure of this residence are an abundance of closet storage with built-in Italian custom cabinetry, custom electronic blackout and solar shades, and a custom sound system. Standing at 96 stories, [Redacted Entity] reinvents the classic Park Avenue residence with voluminous rooms, honest materials, and state-of-the-art technology. Located in the heart of Manhattan, this white-glove condominium offers a full staff, garage, valet, and an array of world-class amenities. These include a lounge, private restaurant, outdoor terrace, 75-foot pool, fitness center, spa with massage treatment rooms, library, billiards, screening and conference rooms, playroom, and moreoptimizing every aspect of quality living. Please note: There are two ongoing assessments of $4, 751.21 and $791.87 The owner also has a highly sought after Studio Suite residence available for sale. Please contact broker for further details.",17250000.0,2633.0,,3.0,3.0,3.0,3.0,
single_family,,"Charming RoundTop Ranch with Epic Privacy & Mountain Views Welcome to this delightful, buttoncute ranch nestled on just shy of an acre of tranquil land. With sweeping mountain vistas and unrivaled seclusion, this onelevel gem offers the perfect blend of rustic charm and modern comfort-ideal for an upstate retreat, downsizing move, or a starter home brimming with potential. The sundrenched living room features expansive windows that flood the space with natural light, framing the surrounding hills. A cozy family room anchored by a classic fireplace creates a warm gathering spot for evenings in. The large, functional kitchen and adjoining dining area provide ample counter space, ready for family meals or casual entertaining. Two comfortable bedrooms offer quiet, wellsized spaces for restful privacy, and the entire home is conveniently arranged on a single floor, eliminating stairs and enhancing accessibility. Outside, nearly an acre of yard provides plenty of room for gardening, outdoor projects, or simply soaking in the expansive sky. The location is superb: just 20minutes to Windham for ski slopes, hiking trails, and village life; 20minutes to Hudson for boutique shops, farmtotable restaurants, and cultural events; 30minutes to Hunter Mountain for yearround recreation; and 15minutes to Catskill for scenic drives, waterfalls, and historic sites. Whether you seek adventure, artistic inspiration, or a quiet place to call home, this ranch places you at the heart of the Catskills' best offerings while preserving a private sanctuary. The home's solid proportions and timeless integrity invite your personal touch-bring your best design ideas, add a fresh stamp, and watch this charming ranch transform into your dream haven. Don't miss the chance to own a piece of RoundTop serenity with mountain views to match. Schedule a private showing today",335000.0,1756.0,1.0,2.0,2.0,2.0,2.0,1.0
single_family,,"A true masterpiece in the Liverpool School District, this luxurious and sprawling ranch offers over 3,000 square feet of refined living space. From the moment you pass through the stately wrought iron gates and step into the marble-floored foyer, you're welcomed into a home that exudes elegance and comfort. Featuring four spacious bedrooms and spa-inspired bathrooms, the layout is both functional and indulgent. Vaulted ceilings and a wood-burning fireplace create a warm, inviting atmosphere, while the brand-new high-end kitchen appliances elevate everyday living. The main-level laundry adds convenience, and the formal dining room-fit for royalty-sets the stage for unforgettable gatherings. Enjoy the all-seasons sunroom that seamlessly blends indoor and outdoor living, or retreat to the backyard oasis complete with a serene patio, inground pool, and tranquil pond. A finished basement fully equipped with a kitchen and full bathroom provides additional space for lounging, entertaining, or recreation. This home is a rare blend of sophistication and practicality-don't miss your chance to experience it for yourself.",569900.0,3113.0,1.0,4.0,4.0,3.0,3.0,2.0
single_family,,"Bring your investors! This property is a great opportunity, set on a beautiful piece of land right next to the Westmoreland Golf Club. Nestled in the peaceful countryside, it offers the perfect blend of open space and natural surroundings while still providing key features like natural gas hookup and a 200-amp circuit breaker. With its prime location and plenty of potential, this is an investment opportunity you won't want to miss.",55000.0,980.0,1.0,3.0,1.0,1.0,1.0,
single_family,,"Beautiful Lawrence Park West residence with exceptional details designed by noted architect Howard & Frenaye and renovated recently to include a stunning new chefs' kitchen, family room and primary spa bath. This stunning 6-bedroom home, with 4 fireplaces features a separate guest wing or au pair suite, indoor Jacuzzi grotto pool spa, sauna, billiard room or bedroom, wine cellar, and finished basement. Approximately 3/4 acres of lush private property with extensive landscaping, specimen planting, multiple terraces and patios, outdoor pool with poolroom/ entertaining kitchen make this a wonderful home for entertaining friends. All this and just a short stroll to charming Bronxville Village and less than 30-minute commute to Manhattan.",2995000.0,6345.0,3.0,6.0,7.0,5.0,5.0,2.0
condos,condo,"Welcome home to your south-facing studio with floor-to-ceiling windows boasting a massive 300-square-foot private terrace that truly sets it apart. This rare outdoor space becomes an extension of your living room, ideal for relaxing, dining, or entertaining under open skies. Inside, the home is thoughtfully designed with an open kitchen featuring full-size stainless steel appliances, sleek stone counters, and ample cabinetry. The residence offers a stylish open kitchen with full-size stainless steel appliances, stone countertops, and ample storage. A modern bath with a rain shower and generous closets adds comfort, and in-unit washer/dryer installation is allowed. This pet-friendly condominium offers a full suite of amenities, including a 24-hour doorman, resident lounge, fitness center, bike storage, laundry room, on-site parking, and a beautifully landscaped roof deck with a grill. [Redacted Entity] sits at the crossroads of Gramercy, Flatiron, and NoMad three of Manhattan's most dynamic neighborhoods. Enjoy close proximity to Madison Square Park, Baruch College, multiple subway lines, and an abundance of great restaurants, cafs, and gyms. A monthly assessment of $273.[Redacted Entity] until 01/31/26. Don't miss this opportunity to own a sophisticated home with extraordinary outdoor space in one of Manhattan's most connected locations. Schedule your private showing today. ALSO AVAILABLE FOR RENT.",599000.0,457.0,,0.0,1.0,1.0,1.0,
single_family,,"Charming Country Ranch on 1/2 Acre Lot - Move-In Ready! Welcome to this well-maintained single-family ranch nestled on a spacious 1/2-acre lot in a peaceful country setting. This cozy home features 2 comfortable bedrooms, 1 full bathroom, and an attached 2-car garage for convenient parking and storage. Enjoy relaxing mornings in the sun-filled enclosed sun porch or unwind in the breezeway, perfect for enjoying the outdoors in any season. The open lot offers ample space for gardening, outdoor activities, or even future expansion. Whether you're looking for a starter home, downsizing, or simply want to enjoy the quiet of country living, this home offers the perfect blend of comfort and potential.",179900.0,1064.0,1.0,2.0,1.0,1.0,1.0,2.0
single_family,,"Rare value-add opportunity in the heart of Corinth! This detached single-family home with a garage and large lot is the ideal project for real estate investors, rehabbers, and buyers looking to build equity through renovation. Whether you're planning to flip, hold as a long-term rental, or create a custom owner-occupied residence, this home offers the foundation to bring your vision to life. Property Overview: This classic home sits on Main Street in Corinth and includes a spacious floor plan with room to reconfigure and modernize. The property features a detached garage, ideal for added value or future rental/storage potential. The structure appears solid, and the layout is highly flexible for a variety of floor plans or investor strategies. Ideal for BRRRR Strategy: This property is perfectly positioned for investors using the Buy, Rehab, Rent, Refinance, Repeat (BRRRR) model. Add value through updates, rent it out at market rates, and build long-term equity or refinance to pull capital out. It's also a strong candidate for a flip with attractive resale potential. Location Features: Located in Corinth, NY, this property benefits from proximity to local schools, village shops, restaurants, and parks - all within walking distance. It's a quiet, residential area with easy access to regional hubs like Saratoga Springs, Glens Falls, and Lake George. This makes it appealing for both renters and homeowners alike. Property Highlights: Detached single-family residence Includes a detached garage - rare at this price point Quiet neighborhood with walkable access to schools Strong layout ready for redesign and renovation Public utilities available (buyer to verify) Traditional curb appeal with opportunity to enhance value Sizable lot with space for outdoor living, expansion, or play area Investor Terms & Requirements: This property is being offered under the following conditions: Cash or hard money buyers only 10% deposit required at contract signing Hard money financing may be available to qualified applicants - inquire for lender referrals Why This Property Stands Out: Opportunities like this don't last - homes in this price range with a garage, a walkable village location, and high upside potential are getting harder to find. Whether you're an experienced investor or looking for your next renovation project, [Redacted Entity] delivers space, structure, and location with room for serious returns. This is more than a property - it's a blank canvas with built-in value and the right fundamentals for success.",129999.0,1841.0,,4.0,2.0,2.0,2.0,1.0
single_family,,"Welcome to The Marais, a full-service luxury condop that lives like a condominium - and best of all, no board approval required. Perfectly positioned in the heart of Chelsea's vibrant gallery district, moments from Hudson River Park, Chelsea Piers, and the iconic High Line, this is downtown living at its most inspired. Bathed in southern light, this inviting alcove studio enjoys open views stretching toward the Hudson River and downtown Manhattan. Step onto your private balcony to savor morning coffee as the city awakens or unwind with golden sunsets over the water. Inside, a thoughtfully renovated kitchen is fully equipped and beautifully finished, complemented by a charming bath featuring a brand-new vanity. A breakfast bar creates the perfect spot for casual dining, while the separate sleeping alcove offers both comfort and privacy. Generous closets and storage throughout add ease to everyday living. Available furnished or unfurnished to suit your needs. Residents of The Marais enjoy white-glove amenities including a 24-hour doorman, live-in superintendent, landscaped roof deck with sweeping skyline views, bike room, tranquil courtyard, and on-site laundry. Experience High Line living at its finest - effortless, elegant, and distinctly Chelsea. Call today to schedule your private showing.",675000.0,,,0.0,1.0,1.0,1.0,
single_family,,"Located in the highly sought-after Monfort Hills neighborhood, this classic brick Colonial offers the perfect opportunity for buyers who prefer to create their own vision rather than pay for someone else's renovation. Set on a beautiful, flat 9,430 square foot property, the home provides both charm and potential in an exceptional location that is close to our vibrant town and train. Inside, you'll find three generously sized bedrooms and 1.5 bathrooms, along with hardwood floors throughout that add warmth and character. The inviting living room features a cozy gas fireplace, while the kitchen offers gas cooking for added convenience. Additional highlights include an attached one-car garage, 200-amp electric service, oil heat with a replaced in-ground 500-gallon fiberglass tank, and a full basement complete with storage, mechanicals, and laundry area-providing ample space and functionality. With very low taxes and solid bones, this home is an outstanding value in a prime location. Bring your ideas and make it your own! Home Being Sold ""AS IS""",1199000.0,1673.0,,3.0,2.0,1.0,1.0,1.0
multi_family,,Two Family In Richmond Hill. Upper Unit Features Three Bedrooms And First Floor Apartment Has Two Bedrooms. Full Finished Basement. Property Is Sold As Is With Two Tenants.,699000.0,,,5.0,2.0,2.0,2.0,
multi_family,,"This well-maintained two-family property offers a great opportunity for owner-occupants or investors alike. Recent updates include a brand-new roof and fresh interior and exterior paint, making this property truly move-in ready. One unit features 3 bedrooms and 1 full bath, while the second unit offers 2 bedrooms and 1 full bath, providing flexible living or rental options. Both units are fully occupied. Enjoy a nice yard with room to relax or entertain, plus the added value of an extra lot included in the sale that has a one-car garage provides convenient parking or storage. A solid investment with updates already completed. Lot 111-[Redacted Entity] with tax id # 94.064-13-16 total taxes 583.64 is included in the sale.",149900.0,2024.0,2.0,5.0,2.0,2.0,2.0,2.0
condos,condo,"Old world charm and modern convenience in a fabulous location! This spacious and charming one-bedroom apartment is perfect for owner-occupancy, pied-a-terre, or investment with high rental potential. Enjoy brilliant south sunlight and captivating views from this high floor space. You will love the prewar details, which include restored base and crown moldings, gleaming hardwood floors and oversize windows, and the entire apartment is pin-drop quiet. The living room has the extra bonus of a dining alcove (or home office space), and the bedroom easily fits a king-size bed and additional furniture. The kitchen and bathroom are updated and in pristine condition. 112 West 72nd was built in 1905 in the beaux-arts style. It contains 66 apartments and was converted to a condominium in 1987. Carrying charges and real estate taxes are low, and there is no limit on financing. Unlimited renting is permitted. The building is pet friendly, and there are a central laundry and live-in superintendent. In this vibrant Upper West Side neighborhood, you will be surrounded by excellent shopping, restaurants, and entertainment. Local and express subway and bus transportation, and Central and Riverside Parks are all within a few blocks.",645000.0,470.0,12.0,1.0,1.0,1.0,1.0,
coop,co_op,"Welcome to Le Havre on the water! Fully renovated one-bedroom that has been exceptionally well maintained. Beautiful hardwood floors throughout and an open-concept kitchen, living room, and dining area with a wall of oversized windows providing excellent natural light. The kitchen features elegant quartzite countertops, and the brand-new tiled bathroom offers a clean, modern finish. Enjoy western exposure and a large private outdoor terrace. Assigned parking space located directly in front of the building available for transfer with a one-time $10,000 transfer fee. Monthly parking maintenance is $60. Monthly maintenance: $1,090.92 + $113.63 assessment fee. Laundry available on every floor. Community amenities include a fitness center, two outdoor pools, three tennis courts, clubhouse, and on-site restaurant. Conveniently located near the Q15 bus to Flushing and QM2 express bus to Manhattan, and just a 10-minute drive to the LIRR in Bayside.",365000.0,980.0,,1.0,1.0,1.0,1.0,
coop,co_op,"This mint condition [Redacted Entity] apartment has fantastic light, facing South and East. There is a juliet balcony off of the primary bedroom and living room. Perched on the 17th floor, 17D has views of prewar architectural details and the skyline. The living room flows into a dining area with recessed lighting and a wall niche that displays sculpture and paintings perfectly. The galley kitchen has a double door Liebherr refrigerator, Miele dishwasher, Wolf chef's stove, an in unit GE washer and dryer, as well as a drinking water filtration. The corner primary bedroom suite has closets galore! There is a custom built wall of closets as well as a walk in closet, and another side closet. This spacious bedroom baths in light and has a wall of windows to the South, with another window facing East. There is an ensuite bathroom with a walk in shower and a smart led mirror. The second bedroom is also a corner room with an ensuite bathroom with a soaking tub, and also has a smart led mirror. The third bedroom is currently being utilized as a study and sitting room, and has a built in desk. 799 Park has 5 star staff, a gym, and a fantastic tranquil patio with a water fall wall. Ideally situated between East 74th and 75th, there are excellent restaurants such as Chez Fifi and the best boulangeries, Madison Avenue shopping, major art galleries, The Frick, Central Park, and so much more all just minutes away.",2700000.0,1600.0,,3.0,2.0,2.0,2.0,
single_family,,"Welcome to [Redacted Entity]. This Plantation style home, at nearly 3700 sqft with 4 bedrooms and 3.5 bath, set on a .59 acre lot on a quiet cul-de-sac is a testament to superior craftsmanship boasting 9ft ceilings adorned with triple crown molding and hardwood floors throughout. Upon entering, you are greeted with soaring ceilings and an abundance of natural light, creating a warm and inviting atmosphere. The formal living room seamlessly flows into a cozy family room, equipped with a gas fireplace and atrium doors. These doors lead you to a versatile 3-season room, perfect for year-round enjoyment and provides access to the rear deck and yard. This sunroom oasis is also accessible by the first floor primary en-suite with WIC and claw foot tub. Adjacent to the family room is a bright kitchen, featuring custom cabinetry and double-height ceilings, a haven for those who enjoy cooking and entertaining. The second floor reveals a spacious loft and three additional bedrooms and two full baths. An expansive basement offers potential for extended living space with direct access from the 2-car garage. Whether you are relaxing on the expansive front porch or strolling on the deeded private beach this North Fork home beckons you to a life of tranquility and luxury in this custom-built haven.",1100000.0,3632.0,2.0,4.0,4.0,3.0,3.0,2.0
single_family,,"Welcome to 214-[Redacted Entity], Queens Village a charming single-family home featuring 3 bedrooms and 2 full bathrooms, plus a fully finished basement, a garage, and a private driveway. The inviting first floor offers a spacious living room, formal dining room, kitchen, and access to a lovely rear deckperfect for everyday living and entertaining.Upstairs, youll find three well-proportioned bedrooms, a full bathroom, and a finished walk-up attic ideal for an additional family room or flexible living space. The fully finished basement provides extra living area along with a convenient full bathroom.This home is situated near public transportations, schools, parks, shopping, and restaurants, this home presents a wonderful opportunity not to be missed. Its truly a must-see!",699000.0,1264.0,,3.0,2.0,2.0,2.0,1.0
condop,cond_op,"Apartment 19D is a stunning 2 bedroom, 2 1/2 bathroom residence with picturesque city views and a large balcony. Dramatic living / dining room has south & west open and airy exposures, filled with sunlight from the expansive floor to ceiling windows. The fabulous windowed kitchen features gorgeous white oak cabinetry and Viking and Bosch Professional appliances. The master bedroom features an en-suite bathroom with Kallista fixtures and an enormous walk-in closet. The second bedroom has double exposures and en-suite bathroom. Other highlights consist of 9"" ceilings, a powder room, Washer/Dryer and beautiful Brazilian Afromosia flooring throughout the home. Azure offers more than 6, 300 square feet of amenity space that includes two Roof Top Terraces with amazing river and city views, a Resident's Lounge, Dining Area, Playroom, Game Room, and a state-of-the-art Fitness Center that are dedicated to recreation and leisure for all residents. In addition, there is a full time doormen and concierge offering convenient services for everyone. Located in the Upper East Side, New York City's premier residential neighborhood, Azure is moments away from the Carl Schurz Park, fine dining, world-class recreation facilities, the City's best museums, the East River, and numerous boutiques and shops. It is also convenient to transportation with two crosstown buses serving and a few blocks away from the new Second Avenue Subway.",1690000.0,1487.0,32.0,2.0,3.0,2.0,2.0,
single_family,,"Welcome to [Redacted Entity] in Woodbourne. ..set on over an acre in a peaceful country setting. This well-maintained 3-bedroom home offers a functional layout with comfortable living spaces and abundant natural light throughout Energy efficiency is a standout feature with solar panels in place, keeping electricity costs exceptionally low. The finished basement provides valuable additional living space-ideal for a family room, home office, gym, or guest area. An attached 2-car garage adds everyday convenience and additional storage. The spacious yard offers plenty of room for outdoor entertaining, recreation, or simply enjoying the privacy and open space. located within the sought-after Tri-Valley Central School District, this home is perfect for full-time living or a weekend retreat. Don't miss this opportunity to own a move-in-ready home with low utility costs. Also noted include: New well pump installed 1/12/26, and new roof 6/6/2022 UV filter, acid neutralizer, water softener system 1/19/2016",389000.0,1248.0,,3.0,2.0,2.0,2.0,2.0
single_family,,"Welcome to country living! This inviting 4-bedroom, 2-bath farmhouse sits on over 28 acres, perfect for those who love peace and the outdoors. This home features 1 1st floor bedroom, bath, and laundry for easy living, plus a cozy pellet stove to keep you warm through the seasons. Updates include new furnace, hot water tank, water softener, some new carpet upstairs, newer barn roof, addition of 2nd floor bathroom. Outside you'll find a classic barn great for all your toys and equipment, a detached garage, and plenty of space for hunting, recreation, hobby farming, or simply enjoying nature's offerings. A true homestead feel with room to roam and make your own.",240000.0,1836.0,2.0,4.0,2.0,2.0,2.0,1.0
single_family,,"BEST AND FINAL OFFER BY MONDAY, 3/2 @ 5PM. Exceptional Space & Infinite Possibilities on Main Street. This sprawling 7-bedroom, 4.5-bath village residence is a rare find, designed to adapt to your lifestyle. The standout feature is the dedicated in-law suite with its own private entrance, offering a perfect setup for extended family, long-term guests, or potential rental income. From the generous room sizes that make working from home a breeze to the massive barn--perfect for a workshop or hobbyist--this property offers utility that most village homes lack. Enjoy the incredible savings of Richmondville Power and Light and the convenience of being just minutes from Cobleskill's shopping and dining.",209000.0,3420.0,,7.0,5.0,4.0,4.0,1.0
single_family,,"Amazing opportunity in the Central Square School district. This Ranch home features four bedrooms, 2 full bathrooms, living room, kitchen and a dining room. There is so much potential for this property. There is a detached 1 car garage. Sit in your back yard and sip your morning coffee while listening to the babbling of Scriba Creek.",59900.0,1710.0,1.0,4.0,2.0,2.0,2.0,1.0
single_family,,"New Renovated One Family House Locate On Beechurst Whitestone , You Do Not Want to Miss it , Building Size around 18.5x50 , Second floor extended!! Added a Master Bedroom and Master Bathroom! Modern & Beautiful Full Renovated Home With New Roof, Windows, Siding, New Hardwood Floor, Electrical, Plumbing, Bathrooms, Kitchen, With Stainless Steel Appliance, New Hot Water Heater High Efficiency, Open Layout Concept. Full Finished Basement With full Bathroom",1163000.0,1575.0,,3.0,4.0,3.0,3.0,
single_family,,"First time offered! This lovely Cape Cod house was built in 1958 by the seller's father. It features a large three season Florida room with a maple wood ceiling, eat in kitchen with sliding glass doors leading to side deck, hardwood floors under carpet in the dining room, large living room with electric stove, & wood beam ceiling, two bedrooms on first floor & full bathroom, two more bedrooms on the second floor with half bathroom, ample storage space, full basement with family room, central air, vinyl sided, new roof 2020, newer replacement windows, detached over sized garage with attached Workshop, deeded lake rights and beautiful landscaped grounds. This house has huge potential with a little imagination and updating it could be spectacular show stopper! This house won't last long, make your appointment today for a viewing!!",279000.0,1738.0,,4.0,2.0,1.0,1.0,1.0
single_family,,"Single-family home with legal accessory apartment. Live in one and rent the other. Large spacious two-family home with in-ground pool and sauna, tons of potential, and a giant detached 2/3 car garage. Just a short stroll from the charm of downtown Jeffersonville and minutes from the world-renowned Bethel Woods Center for the Arts, this beautifully appointed Colonial home artfully balances leisure, versatility, and charm. Home features a connected accessory apartment, perfect for in-laws, a mother-daughter setup, or generating supplemental rental income. This is a rare find for the area. Use a single-family residence or income-producing property.",264900.0,2320.0,,3.0,2.0,2.0,2.0,2.0
multi_family,,"[Redacted Entity] is a spectacular, 22-wide, 3-unit, industrial chic downtown property. This 5-story, approximately 6, 090 sq. ft. building contains a community facility on the ground floor, a duplex apartment with outdoor space and a sprawling triplex with 20' ceilings, terrace, and roof deck. There is additional FAR that could be realized by building up or utilizing some of the unused internal cubic feet. It could be converted to a grand single-family home or used for institutions. Located at the center of Nolita, NoHo, the East Village and the Lower East Side, the property is minutes away from some of the best restaurants and shopping options in Manhattan. Steps away are also eight major subway lines, providing easy access to anywhere in the City.",9935000.0,6090.0,4.0,7.0,6.0,6.0,6.0,
single_family,,"Welcome to this outstanding 1, 500 sq ft ranch home, offering the perfect blend of comfort, style, and functionality. From the moment you arrive, you'll appreciate the inviting stone-accented front and attached garage, all set on a generous lot with a large yard and cozy patio which is ideal for outdoor entertaining or quiet relaxation. Inside, the heart of the home is the oversized kitchen, featuring high-end appliances, solid wood cabinetry, and thoughtful finishes designed for both everyday living and gourmet cooking. Enjoy formal meals in the elegant dining room, or unwind in the oversized living room, complete with a charming fireplace that adds warmth and character. There are three bedrooms and full bathroom on this level. Downstairs, a second fireplace enhances the basement, providing the perfect space for a future family room, home theater, or additional living area along with a second bathroom. The home is built on a solid cement block foundation and offers modern mechanicals, including a newer gas furnace and central air conditioning for year-round comfort. Don't miss out on this gem of a home that combines classic charm with thoughtful upgrades. Arrange your appointment today!",149000.0,1508.0,1.0,3.0,2.0,2.0,2.0,1.0
